number	organism name	kingdom	phylum	class	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA
2541	Podisus maculiventris	Metazoa	Arthropoda	Insecta	GFUB.gz	GFUB01000001-GFUB01228091	228091	153853841	TSA	2017-07-31	2017-07-31	PRJNA237979	SAMN07370514	SRR5858008
2542	Homarus americanus	Metazoa	Arthropoda	Malacostraca	GFUC.gz	GFUC01000001-GFUC01150579	150579	184772628	TSA	2017-07-31	2017-08-10	PRJNA379629	SAMN06697957	SRR5428110
2543	Neocalanus flemingeri	Metazoa	Arthropoda	Maxillopoda	GFUD.gz	GFUD01000001-GFUD01140535	140535	142112153	TSA	2017-07-31	2017-08-03	PRJNA324453	SAMN07269917	SRR5873554
2544	Diospyros kaki	Viridiplantae	Streptophyta	None	GFUF.gz	GFUF01000001-GFUF01031252	31252	30519886	TSA	2017-08-02	2017-08-18	PRJNA338599	SAMN05560195	SRR4345331
2545	ant metagenome	None	None	None	GFUG.gz	GFUG01000001-GFUG01000038	38	54357	TSA	2017-08-01	2018-03-01	PRJNA394996	SAMN07370630	SRR113235
2546	Suaeda salsa	Viridiplantae	Streptophyta	None	GFUM.gz	GFUM01000001-GFUM01091198	91198	64142051	TSA	2017-08-07	2018-01-10	PRJNA395283	SAMN07374786	SRR5877199
2547	Phaeocystis antarctica	None	None	None	GFUQ.gz	GFUQ01000001-GFUQ01122753	122753	87340189	TSA	2017-08-07	2017-08-24	PRJNA395466	SAMN07407228	SRR5860440
2548	Ulva lactuca	Viridiplantae	Chlorophyta	Ulvophyceae	GFUR.gz	GFUR01000001-GFUR01103563	103563	129731310	TSA	2017-08-04	2017-08-24	PRJNA396464	SAMN07426833	SRR5412320
2549	Brassica rapa subsp. chinensis	Viridiplantae	Streptophyta	None	GFUS.gz	GFUS01000001-GFUS01048814	48814	38123034	TSA	2017-08-17	2017-08-24	PRJNA396268	SAMN07426869	SRR5894314
2550	Phoneutria nigriventer	Metazoa	Arthropoda	Arachnida	GFUY.gz	GFUY01000001-GFUY01049992	49992	46283445	TSA	2017-08-14	2018-01-23	PRJNA397584	SAMN07460649	SRR5929664
2551	Amphizoa insolens	Metazoa	Arthropoda	Insecta	GFUZ.gz	GFUZ01000001-GFUZ01023404	23404	29603314	TSA	2017-08-15	2017-08-24	PRJNA398088	SAMN07501457	SRR5930489
2552	Mugilogobius chulae	Metazoa	Chordata	Actinopteri	GFVA.gz	GFVA01000001-GFVA01026744	26744	32561733	TSA	2017-08-22	2017-08-24	PRJNA398416	SAMN07359291	SRR5933695
2553	Thymallus thymallus	Metazoa	Chordata	Actinopteri	GFVB.gz	GFVB01000001-GFVB01228292	228292	410936355	TSA	2017-08-21	2017-08-24	PRJNA388031	SAMN07194233	SRR5920115
2554	Jatropha curcas	Viridiplantae	Streptophyta	None	GFVC.gz	GFVC01000001-GFVC01063269	63269	64035563	TSA	2017-08-20	2018-03-07	PRJNA398244	SAMN07487332	SRR5921364
2555	Rhodiola rosea	Viridiplantae	Streptophyta	None	GFVD.gz	GFVD01000001-GFVD01127944	127944	130612987	TSA	2017-08-19	2018-01-02	PRJNA398393	SAMN07510074	SRR5936536
2556	Rhodiola rosea	Viridiplantae	Streptophyta	None	GFVE.gz	GFVE01000001-GFVE01084365	84365	89735627	TSA	2017-08-19	2018-01-02	PRJNA398393	SAMN07510075	SRR5936536
2557	Rhodiola rosea	Viridiplantae	Streptophyta	None	GFVF.gz	GFVF01000001-GFVF01104812	104812	108056939	TSA	2017-08-19	2018-01-02	PRJNA398393	SAMN07510074	SRR5936537
2558	Argyrosomus regius	Metazoa	Chordata	Actinopteri	GFVG.gz	GFVG01000001-GFVG01095945	95945	101593036	TSA	2017-08-21	2017-08-28	PRJNA399060	SAMN07522546	SRR5903997
2559	Heliopora coerulea	Metazoa	Cnidaria	Anthozoa	GFVH.gz	GFVH01000001-GFVH01090817	90817	73964185	TSA	2017-08-22	2018-03-07	PRJNA397991	SAMN07503190	SRR5949848
2560	Aeschynomene evenia var. serrulata	Viridiplantae	Streptophyta	None	GFVI.gz	GFVI01000001-GFVI01046935	46935	38950224	TSA	2017-08-23	2017-08-28	PRJNA396532	SAMN07427877	SRR5892661
2561	Megathyrsus maximus	Viridiplantae	Streptophyta	Liliopsida	GFVJ.gz	GFVJ01000001-GFVJ01106740	106740	84680233	TSA	2017-08-24	2018-01-03	PRJNA351863	SAMN05956423	SRR5951632
2562	Paulownia tomentosa	Viridiplantae	Streptophyta	None	GFVK.gz	GFVK01000001-GFVK01067879	67879	72594114	TSA	2017-08-24	2017-08-28	PRJNA393208	SAMN07326086	SRR5813993
2563	Bicyclus anynana	Metazoa	Arthropoda	Insecta	GFVN.gz	GFVN01000001-GFVN01135375	135375	93287462	TSA	2017-08-28	2017-10-17	PRJNA398486	SAMN07522704	SRR5980246
2564	Termitomyces sp. MTP_Mn156	Fungi	Basidiomycota	Agaricomycetes	GFVO.gz	GFVO01000001-GFVO01039542	39542	66570906	TSA	2017-08-29	2017-12-05	PRJNA388304	SAMN07174996	SRR5944783
2565	Termitomyces sp. MTP_Mn156	Fungi	Basidiomycota	Agaricomycetes	GFVP.gz	GFVP01000001-GFVP01046840	46840	113218623	TSA	2017-08-29	2017-12-05	PRJNA388304	SAMN07174995	SRR5944782
2566	Termitomyces sp. MTP_Mn156	Fungi	Basidiomycota	Agaricomycetes	GFVQ.gz	GFVQ01000001-GFVQ01053368	53368	100070393	TSA	2017-08-29	2017-12-05	PRJNA388304	SAMN07174997	SRR5944781
2567	Termitomyces sp. MTP_Od127	Fungi	Basidiomycota	Agaricomycetes	GFVR.gz	GFVR01000001-GFVR01042079	42079	87141549	TSA	2017-08-29	2017-12-05	PRJNA388305	SAMN07174999	SRR5944351
2568	Termitomyces sp. MTP_Od127	Fungi	Basidiomycota	Agaricomycetes	GFVS.gz	GFVS01000001-GFVS01170855	170855	101952466	TSA	2017-08-29	2017-12-06	PRJNA388305	SAMN07174998	SRR5944352
2569	Termitomyces sp. MTP_Od127	Fungi	Basidiomycota	Agaricomycetes	GFVT.gz	GFVT01000001-GFVT01045659	45659	72470901	TSA	2017-08-29	2017-12-05	PRJNA388305	SAMN07175000	SRR5944350
2570	Termitomyces sp. MTP_Od128	Fungi	Basidiomycota	Agaricomycetes	GFVU.gz	GFVU01000001-GFVU01107496	107496	119062831	TSA	2017-08-29	2017-12-06	PRJNA388303	SAMN07174992	SRR5944785
2571	Termitomyces sp. MTP_Od128	Fungi	Basidiomycota	Agaricomycetes	GFVV.gz	GFVV01000001-GFVV01057797	57797	60742672	TSA	2017-08-29	2017-12-05	PRJNA388303	SAMN07174993	SRR5944784
2572	Termitomyces sp. MTP_Od128	Fungi	Basidiomycota	Agaricomycetes	GFVW.gz	GFVW01000001-GFVW01040584	40584	72466087	TSA	2017-08-29	2017-12-05	PRJNA388303	SAMN07174994	SRR5944786
2573	Clitarchus hookeri	Metazoa	Arthropoda	Insecta	GFVY.gz	GFVY01000001-GFVY01346840	346840	300408581	TSA	2017-08-29	2017-09-06	PRJNA395945	SAMN07175291	SRR5889591
2574	Ixodes ricinus	Metazoa	Arthropoda	Arachnida	GFVZ.gz	GFVZ01000001-GFVZ01179316	179316	130913226	TSA	2017-08-30	2017-11-07	PRJNA395009	SAMN07368522	SRR5839696
2575	Chlamydomonas acidophila	Viridiplantae	Chlorophyta	Chlorophyceae	GFWA.gz	GFWA01000001-GFWA01129188	129188	276763860	TSA	2017-08-30	2017-09-11	PRJNA394256	SAMN02691881	SRR1199260
2576	Ambrosia artemisiifolia	Viridiplantae	Streptophyta	None	GFWB.gz	GFWB01000001-GFWB01109444	109444	89882431	TSA	2017-08-30	2017-09-11	PRJNA335689	SAMN07541864	SRR5965731
2577	Viola albida var. takahashii	Viridiplantae	Streptophyta	None	GFWC.gz	GFWC01000001-GFWC01072185	72185	53012499	TSA	2017-08-31	2017-10-10	PRJNA345302	SAMN05860751	SRR5320531
2578	Viola acuminata	Viridiplantae	Streptophyta	None	GFWD.gz	GFWD01000001-GFWD01043789	43789	31116352	TSA	2017-08-31	2017-10-10	PRJNA345302	SAMN05860748	SRR5320546
2579	Papiliotrema laurentii RY1	Fungi	Basidiomycota	Tremellomycetes	GFWE.gz	GFWE01000001-GFWE01026520	26520	42713002	TSA	2017-09-01	2017-09-06	PRJNA343147	SAMN02639477	SRR4249943
2580	Viola verecunda	Viridiplantae	Streptophyta	None	GFWF.gz	GFWF01000001-GFWF01051785	51785	37978374	TSA	2017-08-31	2017-09-06	PRJNA345302	SAMN06481151	SRR5322180
2581	Viola mandshurica	Viridiplantae	Streptophyta	None	GFWG.gz	GFWG01000001-GFWG01056788	56788	43288273	TSA	2017-08-31	2017-09-06	PRJNA345302	SAMN05860692	SRR5320533
2582	Gloiopeltis furcata	None	None	Florideophyceae	GFWH.gz	GFWH01000001-GFWH01012975	12975	18467465	TSA	2017-09-05	2017-09-15	PRJNA400116	SAMN07556804	SRR5974837
2583	Crepidula atrasolea	Metazoa	Mollusca	Gastropoda	GFWJ.gz	GFWJ01000001-GFWJ01400489	400489	276076045	TSA	2017-09-07	2017-09-15	PRJNA397078	SAMN07448147	SRR5898184
2584	Spirogyra pratensis	Viridiplantae	Streptophyta	Zygnemophyceae	GFWN.gz	GFWN01000001-GFWN01040739	40739	42911895	TSA	2017-09-08	2017-10-03	PRJNA335946	SAMN05559605	SRR4018077
2585	Labidocera madurae	Metazoa	Arthropoda	Maxillopoda	GFWO.gz	GFWO01000001-GFWO01210768	210768	183793459	TSA	2017-09-08	2017-09-21	PRJNA324849	SAMN06843749	SRR5922844
2586	Sogatella furcifera	Metazoa	Arthropoda	Insecta	GFWP.gz	GFWP01000001-GFWP01037801	37801	37617050	TSA	2017-09-12	2017-10-23	PRJNA397829	SAMN07522011	SRR5980154
2587	Plodia interpunctella	Metazoa	Arthropoda	Insecta	GFWQ.gz	GFWQ01000001-GFWQ01000115	115	98422	TSA	2017-09-11	2017-12-07	PRJNA401075	SAMN07594125	SRR6002827
2588	Ambrosia artemisiifolia	Viridiplantae	Streptophyta	None	GFWS.gz	GFWS01000001-GFWS01097227	97227	76261049	TSA	2017-09-13	2017-09-21	PRJNA335689	SAMN07541865	SRR5965732
2589	Quercus ilex	Viridiplantae	Streptophyta	None	GFWT.gz	GFWT01000001-GFWT01119889	119889	67363028	TSA	2017-09-14	2017-09-27	PRJNA407283	SAMN07315058	SRR2993508
2590	Cyprinus carpio	Metazoa	Chordata	Actinopteri	GFWU.gz	GFWU01000001-GFWU01049434	49434	110412511	TSA	2017-09-15	2017-09-27	PRJEB19194	SAMEA54470668	ERR1806607
2591	Ornithodoros erraticus	Metazoa	Arthropoda	Arachnida	GFWV.gz	GFWV01000001-GFWV01023796	23796	19544466	TSA	2017-08-10	2017-09-21	PRJNA401392	SAMN07606500	SRR6012550
2592	Bothrops moojeni	Metazoa	Chordata	None	GFWW.gz	GFWW01000001-GFWW01131124	131124	85864624	TSA	2017-09-15	2017-11-09	PRJNA376246	SAMN06368406	SRR5277598
2593	Ischnura elegans	Metazoa	Arthropoda	Insecta	GFWX.gz	GFWX01000001-GFWX01105543	105543	90911814	TSA	2017-09-18	2017-11-08	PRJNA401426	SAMN07604797	SRR1265958
2594	Acartia tonsa	Metazoa	Arthropoda	Maxillopoda	GFWY.gz	GFWY01000001-GFWY01060662	60662	74163142	TSA	2017-09-19	2017-09-27	PRJNA407266	SAMN07644977	SRR6038073
2595	Centruroides hentzi	Metazoa	Arthropoda	Arachnida	GFWZ.gz	GFWZ01000001-GFWZ01000477	477	763002	TSA	2017-09-18	2018-01-24	PRJNA340270	SAMN07655950	SRR6041834
2596	Bathyberthella antarctica	Metazoa	Mollusca	Gastropoda	GFXA.gz	GFXA01000001-GFXA01069122	69122	41616777	TSA	2017-09-19	2017-10-03	PRJNA391256	SAMN07260029	SRR5725019
2597	Metorchis orientalis	Metazoa	Platyhelminthes	Trematoda	GFXB.gz	GFXB01000002-GFXB01024116	24114	21079415	TSA	2017-09-21	2017-10-03	PRJNA329601	SAMN05415262	SRR3968979
2598	Panopea globosa	Metazoa	Mollusca	Bivalvia	GFXE.gz	GFXE01000001-GFXE01288526	288526	158895095	TSA	2017-09-22	2018-02-05	PRJNA407974	SAMN07671983	SRR6054711
2599	Carcinus maenas	Metazoa	Arthropoda	Malacostraca	GFXF.gz	GFXF01000001-GFXF01393311	393311	371977811	TSA	2017-09-26	2018-03-07	PRJNA400568	SAMN07602936	SRR6002269
2600	Eutiarosporella tritici-australis	Fungi	Ascomycota	Dothideomycetes	GFXG.gz	GFXG01000001-GFXG01001874	1874	26587950	TSA	2017-09-26	2017-10-24	PRJNA400815	SAMN06075484	SRR5062042
2601	Eutiarosporella darliae	Fungi	Ascomycota	Dothideomycetes	GFXH.gz	GFXH01000001-GFXH01001948	1948	27223460	TSA	2017-09-26	2017-10-24	PRJNA400815	SAMN06075485	SRR5062043
2602	Eutiarosporella pseudodarliae	Fungi	Ascomycota	Dothideomycetes	GFXI.gz	GFXI01000001-GFXI01001980	1980	26706637	TSA	2017-09-26	2017-10-24	PRJNA400815	SAMN06075486	SRR5062044
2603	Gecarcoidea natalis	Metazoa	Arthropoda	Malacostraca	GFXJ.gz	GFXJ01000001-GFXJ01038816	38816	35508939	TSA	2017-09-27	2017-10-12	PRJNA412130	SAMN07701445	SRR6075317
2604	Cynoglossus semilaevis	Metazoa	Chordata	Actinopteri	GFXK.gz	GFXK01000001-GFXK01000806	806	933282	TSA	2017-09-29	2017-10-10	PRJNA385074	SAMN06859058	SRR5494302
2605	Lithophaga lithophaga	Metazoa	Mollusca	Bivalvia	GFXL.gz	GFXL01000001-GFXL01062490	62490	25280655	TSA	2017-09-29	2018-03-07	PRJNA328907	SAMN05383988	SRR3885048
2606	Bemisia tabaci	Metazoa	Arthropoda	Insecta	GFXM.gz	GFXM01000001-GFXM01062151	62151	75061100	TSA	2017-10-01	2017-10-12	PRJNA407873	SAMN07665547	SRR6117406
2607	Apostichopus japonicus	Metazoa	Echinodermata	Holothuroidea	GFXQ.gz	GFXQ01000001-GFXQ01064624	64624	47611107	TSA	2017-10-04	2018-03-05	PRJNA412138	SAMN07701460	ERR1193930
2608	Viola orientalis	Viridiplantae	Streptophyta	None	GFXR.gz	GFXR01000001-GFXR01054551	54551	34137259	TSA	2017-08-31	2017-10-10	PRJNA345302	SAMN05860693	SRR5322130
2609	Asclepias syriaca	Viridiplantae	Streptophyta	None	GFXT.gz	GFXT01000001-GFXT01032728	32728	37395823	TSA	2017-10-03	2017-10-24	PRJNA210776	SAMN02228569	SRR5117431
2610	Boreogadus saida	Metazoa	Chordata	Actinopteri	GFXU.gz	GFXU01000001-GFXU01037891	37891	14963727	TSA	2017-10-05	2017-10-24	PRJNA399761	SAMN07550309	SRR6011937
2611	Melanaphis sacchari	Metazoa	Arthropoda	Insecta	GFXV.gz	GFXV01000001-GFXV01008185	8185	20561908	TSA	2017-10-04	2017-11-21	PRJNA412816	SAMN07728762	SRR5874813
2612	Mesostigma viride	Viridiplantae	Streptophyta	Mesostigmatophyceae	GFXX.gz	GFXX01000001-GFXX01004729	4729	8015920	TSA	2017-10-09	2018-03-07	PRJNA399177	SAMN07534704	SRR5949021
2613	Klebsormidium flaccidum	Viridiplantae	Streptophyta	Klebsormidiophyceae	GFXY.gz	GFXY01000001-GFXY01013932	13932	25315363	TSA	2017-10-09	2018-03-07	PRJNA399177	SAMN07534706	SRR5949010
2614	Coleochaete scutata	Viridiplantae	Streptophyta	Coleochaetophyceae	GFXZ.gz	GFXZ01000001-GFXZ01006038	6038	11274740	TSA	2017-10-09	2018-03-07	PRJNA399177	SAMN07534708	SRR5948993
2615	Zygnema circumcarinatum	Viridiplantae	Streptophyta	Zygnemophyceae	GFYA.gz	GFYA01000001-GFYA01005426	5426	9354801	TSA	2017-10-09	2018-03-07	PRJNA399177	SAMN07534709	SRR5948999
2616	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYB.gz	GFYB01000001-GFYB01054184	54184	54177492	TSA	2017-10-10	2017-10-24	PRJNA310121	SAMN04592505	SRR3321311
2617	Oryza sativa	Viridiplantae	Streptophyta	Liliopsida	GFYC.gz	GFYC01000001-GFYC01000598	598	419691935	TSA	2017-10-09	2017-10-24	PRJNA396093	SAMN07420929	SRR5880533
2618	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYD.gz	GFYD01000001-GFYD01063267	63267	72115880	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592511	SRR3323049
2619	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYE.gz	GFYE01000001-GFYE01075435	75435	85422588	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592508	SRR3322973
2620	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYF.gz	GFYF01000001-GFYF01074625	74625	85030892	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592514	SRR3323068
2621	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYG.gz	GFYG01000001-GFYG01058112	58112	59532525	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592517	SRR3323124
2622	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYH.gz	GFYH01000001-GFYH01074384	74384	90646791	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592519	SRR3323127
2623	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYI.gz	GFYI01000001-GFYI01065321	65321	70320457	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592523	SRR3323131
2624	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYJ.gz	GFYJ01000001-GFYJ01074016	74016	81636478	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592528	SRR3323137
2625	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYK.gz	GFYK01000001-GFYK01087344	87344	94396929	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592535	SRR3323220
2626	Alloteropsis semialata	Viridiplantae	Streptophyta	Liliopsida	GFYL.gz	GFYL01000001-GFYL01057334	57334	61752141	TSA	2017-10-10	2017-10-19	PRJNA310121	SAMN04592538	SRR3323242
2627	Alloteropsis cimicina	Viridiplantae	Streptophyta	Liliopsida	GFYN.gz	GFYN01000001-GFYN01051003	51003	46133798	TSA	2017-10-11	2017-10-19	PRJNA310121	SAMN05468376	SRR3994072
2628	Alloteropsis angusta	Viridiplantae	Streptophyta	Liliopsida	GFYO.gz	GFYO01000001-GFYO01071815	71815	83838864	TSA	2017-10-11	2017-10-24	PRJNA310121	SAMN05468380	SRR3994077
2629	Panicum pygmaeum	Viridiplantae	Streptophyta	Liliopsida	GFYP.gz	GFYP01000001-GFYP01072102	72102	74144673	TSA	2017-10-11	2017-10-24	PRJNA310121	SAMN04592531	SRR3323220
2630	Borassus flabellifer	Viridiplantae	Streptophyta	Liliopsida	GFYQ.gz	GFYQ01000001-GFYQ01170213	170213	127391279	TSA	2017-10-15	2017-10-25	PRJNA412969	SAMN07331236	SRR5809675
2631	Rhopilema esculentum	Metazoa	Cnidaria	Scyphozoa	GFYS.gz	GFYS01000001-GFYS01066564	66564	43539245	TSA	2017-10-17	2017-10-25	PRJNA394637	SAMN07357071	SRR5865136
2632	Oenanthe oenanthe	Metazoa	Chordata	Aves	GFYT.gz	GFYT01000001-GFYT01021746	21746	35594477	TSA	2017-10-17	2018-01-11	PRJNA408074	SAMN07674663	SRR6054178
2633	Ancoracysta twista	None	None	None	GFYU.gz	GFYU01000001-GFYU01095668	95668	49355145	TSA	2017-10-18	2017-12-08	PRJNA413804	SAMN07767517	SRR6175506
2634	Carcinus maenas	Metazoa	Arthropoda	Malacostraca	GFYV.gz	GFYV01000001-GFYV01346428	346428	327745881	TSA	2017-10-19	2018-03-05	PRJNA400568	SAMN07782124	SRR6169950
2635	Carcinus maenas	Metazoa	Arthropoda	Malacostraca	GFYW.gz	GFYW01000001-GFYW01200680	200680	231606905	TSA	2017-10-19	2018-03-07	PRJNA400568	SAMN07782125	SRR6169949
2636	insect metagenome	None	None	None	GFYX.gz	GFYX01000001-GFYX01098268	98268	44975650	TSA	2017-10-21	2017-11-07	PRJNA415228	SAMN07815224	SRR123456
2637	Prionace glauca	Metazoa	Chordata	Chondrichthyes	GFYY.gz	GFYY01000001-GFYY01139202	139202	125373641	TSA	2017-10-22	2017-10-30	PRJNA414891	SAMN07809900	SRR6188468
2638	Allium sativum	Viridiplantae	Streptophyta	Liliopsida	GFYZ.gz	GFYZ01000001-GFYZ01036312	36312	54477874	TSA	2017-10-21	2018-03-07	PRJNA400665	SAMN07572604	SRR5991125
2639	Portunus sanguinolentus	Metazoa	Arthropoda	Malacostraca	GFZC.gz	GFZC01000001-GFZC01119641	119641	108213044	TSA	2017-10-27	2017-11-07	PRJNA415705	SAMN07832751	SRR6216182
2640	Rhipicephalus bursa	Metazoa	Arthropoda	Arachnida	GFZD.gz	GFZD01000001-GFZD01013241	13241	7717678	TSA	2017-10-27	2018-01-02	PRJNA348674	SAMN05916213	SRR4428986
2641	Catharanthus roseus	Viridiplantae	Streptophyta	None	GFZE.gz	GFZE01000001-GFZE01068047	68047	99788765	TSA	2017-10-27	2017-10-31	PRJNA358259	SAMN06166755	SRR5133628
2642	Chlorokybus atmophyticus	Viridiplantae	Streptophyta	Chlorokybophyceae	GFZF.gz	GFZF01000001-GFZF01006588	6588	11619771	TSA	2017-10-30	2018-03-07	PRJNA399177	SAMN07534705	SRR5949009
2643	Chara globularis	Viridiplantae	Streptophyta	Charophyceae	GFZG.gz	GFZG01000001-GFZG01009056	9056	10672740	TSA	2017-10-30	2018-03-07	PRJNA399177	SAMN07534707	SRR5948987
2644	Microplitis tuberculifer	Metazoa	Arthropoda	Insecta	GFZI.gz	GFZI01000001-GFZI01064576	64576	75948323	TSA	2017-11-01	2017-11-13	PRJNA416404	SAMN07956009	SRR6236799
2645	Rhipicephalus bursa	Metazoa	Arthropoda	Arachnida	GFZJ.gz	GFZJ01000001-GFZJ01030937	30937	21345811	TSA	2017-11-02	2017-11-13	PRJNA348674	SAMN05916214	SRR4428987
2646	Rhipicephalus bursa	Metazoa	Arthropoda	Arachnida	GFZK.gz	GFZK01000001-GFZK01035777	35777	24525567	TSA	2017-11-02	2018-01-02	PRJNA348674	SAMN05916215	SRR4428988
2647	Pinus tecunumanii	Viridiplantae	Streptophyta	None	GFZL.gz	GFZL01000001-GFZL01028621	28621	50004809	TSA	2017-11-02	2017-12-18	PRJNA416697	SAMN07962185	SRR6244829
2648	Camellia chekiangoleosa	Viridiplantae	Streptophyta	None	GFZM.gz	GFZM02000001-GFZM02156006	156006	91577521	TSA	2017-11-06	2017-11-20	PRJNA415233	SAMN07819340	SRR6199922
2649	Mytilus galloprovincialis	Metazoa	Mollusca	Bivalvia	GFZN.gz	GFZN01000001-GFZN01094025	94025	37531999	TSA	2017-11-05	2017-11-13	PRJNA362681	SAMN06245888	SRR5192921
2650	Ambystoma mexicanum	Metazoa	Chordata	Amphibia	GFZP.gz	GFZP01000001-GFZP01180605	180605	229488037	TSA	2017-11-08	2018-02-01	PRJNA378982	SAMN06564480	SRR5341564
2651	Laurencia pacifica	None	None	Florideophyceae	GFZU.gz	GFZU01000001-GFZU01201547	201547	103275847	TSA	2017-11-10	2017-11-14	PRJNA378175	SAMN06480165	SRR5314125
2652	Tinca tinca	Metazoa	Chordata	Actinopteri	GFZX.gz	GFZX01000001-GFZX01266956	266956	294644502	TSA	2017-11-13	2017-11-30	PRJNA414567	SAMN07793585	SRR6180875
2653	seawater metagenome	None	None	None	GFZY.gz	GFZY01000001-GFZY01549887	549887	368064982	TSA	2017-11-13	2017-11-21	PRJNA416907	SAMN07967325	SRR5515070
2654	Nicrophorus orbicollis	Metazoa	Arthropoda	Insecta	GGAA.gz	GGAA01000001-GGAA01021216	21216	37674380	TSA	2017-11-14	2017-11-16	PRJNA418182	SAMN08017300	SRR6286784
2655	Vaccinium virgatum	Viridiplantae	Streptophyta	None	GGAE.gz	GGAE01000001-GGAE01126688	126688	117122874	TSA	2017-11-21	2017-12-06	PRJNA417702	SAMN08002000	SRR6277542
2656	Trypoxylus dichotomus	Metazoa	Arthropoda	Insecta	GGAH.gz	GGAH01000001-GGAH01062076	62076	54781695	TSA	2017-11-26	2017-12-07	PRJNA394040	SAMN07347266	SRR5837491
2657	Persea americana	Viridiplantae	Streptophyta	None	GGAI.gz	GGAI01000001-GGAI01233768	233768	281791293	TSA	2017-11-23	2017-12-07	PRJNA391003	SAMN07256350	SRR5738276
2658	Colobanthus quitensis	Viridiplantae	Streptophyta	None	GGAJ.gz	GGAJ01000001-GGAJ01094968	94968	72841499	TSA	2017-11-23	2018-01-03	PRJNA388703	SAMN07183597	SRR5678325
2659	Dasyhelea sp. Cera B11	Metazoa	Arthropoda	Insecta	GGAN.gz	GGAN01000001-GGAN01016226	16226	27315104	TSA	2017-11-26	2018-03-08	PRJNA406831	SAMN07652569	SRR6155934
2660	Coregonus lavaretus	Metazoa	Chordata	Actinopteri	GGAO.gz	GGAO01000001-GGAO01033697	33697	64146754	TSA	2017-11-27	2017-12-12	PRJNA419712	SAMN08095621	SRR6321817
2661	Salvelinus alpinus	Metazoa	Chordata	Actinopteri	GGAP.gz	GGAP01000001-GGAP01033126	33126	64848138	TSA	2017-11-27	2017-12-12	PRJNA419712	SAMN08095629	SRR6321809
2662	Salmo salar	Metazoa	Chordata	Actinopteri	GGAQ.gz	GGAQ01000001-GGAQ01036505	36505	73403213	TSA	2017-11-27	2017-12-12	PRJNA419712	SAMN08095637	SRR6321799
2663	Salmo trutta	Metazoa	Chordata	Actinopteri	GGAR.gz	GGAR01000001-GGAR01035736	35736	69587826	TSA	2017-11-27	2017-12-12	PRJNA419712	SAMN08095645	SRR6321795
2664	Limecola balthica balthica	Metazoa	Mollusca	Bivalvia	GGAT.gz	GGAT01000001-GGAT01011248	11248	15098209	TSA	2017-11-29	2017-12-12	PRJNA384460	SAMN07203755	SRR5758183
2665	Pinus patula	Viridiplantae	Streptophyta	None	GGAU.gz	GGAU01000001-GGAU01052735	52735	72146457	TSA	2017-11-11	2017-12-18	PRJNA416698	SAMN07962190	SRR6246498
2666	Scatopsidae sp. GD3	Metazoa	Arthropoda	Insecta	GGAV.gz	GGAV01000001-GGAV01026875	26875	22156793	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652568	SRR6155939
2667	Atrichopogon sp. Cera GD1	Metazoa	Arthropoda	Insecta	GGAW.gz	GGAW01000001-GGAW01020891	20891	17595540	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652570	SRR6155951
2668	Podonomus sp. Cul2	Metazoa	Arthropoda	Insecta	GGAX.gz	GGAX01000001-GGAX01036763	36763	32758834	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652571	SRR6155949
2669	Procladius villosimanus	Metazoa	Arthropoda	Insecta	GGAY.gz	GGAY01000001-GGAY01031945	31945	20764026	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652572	SRR6155953
2670	Telmatopelopia nemorum	Metazoa	Arthropoda	Insecta	GGAZ.gz	GGAZ01000001-GGAZ01013773	13773	15359588	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652573	SRR6155950
2671	Paraheptagyia tonnoiri	Metazoa	Arthropoda	Insecta	GGBA.gz	GGBA01000001-GGBA01014232	14232	15840865	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652574	SRR6155948
2672	Telmatogeton pectinata	Metazoa	Arthropoda	Insecta	GGBB.gz	GGBB01000001-GGBB01010108	10108	20989934	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652575	SRR6155952
